genres,id,keywords,original_language,production_countries,spoken_languages,title
"Drama, Music",75861,"depression, biography, drug",en,United States of America,English,To Write Love on Her Arms
"Mystery, Drama, Crime, Thriller",13551,"prostitute, fire, newspaper, independent film, woman director",en,United States of America,English,The Dead Girl
Drama,103663,"father son relationship, denmark, lie, pedophilia, kindergarten, father, deer, children, teacher, school, pedophile, divorce, hunting",da,"Denmark, Sweden","Dansk, Polski, English",The Hunt
"Comedy, Family",850,"holiday, nostalgia, young boy, bb gun, essay, christmas tree dealer, mall santa, christmas, 1940s",en,"United States of America, Canada",English,A Christmas Story
"Drama, Romance",12586,"waitress, beach, independent film, soccer, girl, chance meeting, flashback",en,"Mexico, United States of America","English, Español",Bella
"Action, Drama, Horror, Crime, Thriller",11564,"usa, female nudity, detective, music teacher, nudity, punk, high school, vigilante, violence in schools, murder, independent film, teacher, gang, lesbian, gang rape, juvenile delinquent, punk band, canuxploitation",en,Canada,English,Class of 1984
Comedy,301748,"bet, divorce, gender, battle of the sexes, life competition",en,United States of America,English,The Opposite Sex
"Romance, Drama",108346,"lust, love crime",en,"United Kingdom, United States of America",English,Dreaming of Joseph Lees
Drama,8841,"paris, socially deprived family, literature, illegal immigration, immigrant, education, boredom, class society, violence in schools, republicanism, diversity, teacher, school, school life, teachers and students",fr,France,Français,The Class
"Horror, Drama, Mystery",805,"anti-christ, contemporary setting, laundry, occult, demonic possession, satanic cult, lucky charm, woman in jeopardy, eating disorder, catholic priest",en,United States of America,English,Rosemary's Baby
Western,11697,"gunslinger, showdown, funeral, legend, to shoot dead, outlaw, lawyer, pistol, rancher, stagecoach, cowboy",en,United States of America,English,The Man Who Shot Liberty Valance
"Drama, Romance",22051,"children's book, asperger's syndrome, electrical engineer, asperger's",en,United States of America,English,Adam
"Drama, Thriller, Crime",436,"individual, new york, adolescence, colombia, drug traffic, cocaine, drug crime, illegal immigration, maquiladora, airplane, bravery, teacher, pregnancy, self esteem",es,"Ecuador, Colombia, United States of America","English, Español",Maria Full of Grace
"Drama, Romance, Comedy",55347,"gay, loss of mother, secret, coming out, loss of father, cancer, lgbt elderly",en,United States of America,"English, Français",Beginners
"Action, Comedy, Horror",10070,"monster, pub, duringcreditsstinger",en,United States of America,English,Feast
Comedy,8469,"sex, nudity, college, fraternity, gross out comedy, dean, fraternity house, probation, 1960s, college freshman, anarchic comedy",en,United States of America,English,Animal House
"Adventure, Action, Thriller",658,"secret organization, secret intelligence service, nuclear radiation, fort knox, aston martin, secret lab, kentucky, gas attack, airplane, british secret service, duringcreditsstinger",en,"United Kingdom, United States of America","普通话, English, Español",Goldfinger
"Science Fiction, Horror",125490,"injection, celebrity, satire, near future, metamorphosis, tech noir, virus, body horror",en,Canada,English,Antiviral
"Drama, Family, Fantasy",1585,"holiday, angel, based on novel, bank, suicide attempt, small town, christmas tree, great depression, christmas eve, feel-good ending, guardian angel, christmas",en,United States of America,English,It's a Wonderful Life
"Drama, Crime",627,"london england, alcohol, sex, based on novel, drug addiction, drug dealer, nightclub, junkie, heroin, cold turkey, modern society, hallucination, friendship, surrealism, dark comedy, stealing, monologue, cult film, recovering drug addict, illegal drugs, drug deal, drug rehabilitation, drug culture, antihero",en,United Kingdom,English,Trainspotting
Comedy,23618,,en,United States of America,English,The Original Kings of Comedy
"Horror, Thriller",41436,"ouija board, haunting, demonic possession, found footage, duringcreditsstinger",en,United States of America,English,Paranormal Activity 2
"Comedy, Romance",10162,"false identity, beguilement, lottery, village, jackpot, independent film, ireland",en,"France, United Kingdom, United States of America","English, Gaeilge, Latin",Waking Ned
Documentary,1430,"usa, canada, gun, homicide, to shoot dead, checks and balances, columbine, oklahoma city bombing, gun violence, person running amok",en,United States of America,English,Bowling for Columbine
Drama,259943,"arranged marriage, labor camp",zh,China,普通话,Coming Home
Horror,10014,"gay, dancing, fire, diary, nightmare, haunted house, transformation, supernatural, high school, party, possession, premonition, spontaneous combustion, bdsm, school bus, disfigurement, sleepwalking, dreams",en,United States of America,English,A Nightmare on Elm Street Part 2: Freddy's Revenge
"Drama, Romance",11257,"kiss, bed and breakfast place, florence",en,United Kingdom,"English, Italiano",A Room with a View
"Science Fiction, Horror, Thriller",158015,"dystopia, barricade, home invasion, constitutional convention, legalized murder, social allegory",en,"France, United States of America",English,The Purge
"Horror, Thriller, Mystery",82507,"drowning, pennsylvania, child murderer, car set on fire, murder, bag over head, massacre, power outage, hanged man, held captive, hanging, death, attic, no opening credits, super-8, ghost child, filmed killing, crime novelist",en,United States of America,"English, Português, Français, ",Sinister
Comedy,20337,"daily life, scandal, growing up, divorce",en,United States of America,English,Martin Lawrence Live: Runteldat
"Drama, Romance",261,"individual, suicide, southern usa, adultery, mississippi, depression, jealousy, wife husband relationship, dying and death, alcoholic",en,United States of America,English,Cat on a Hot Tin Roof
"Adventure, Science Fiction, Mystery",1685,"mutant, dystopia, survivor, astronaut, ape, science, worship",en,United States of America,English,Beneath the Planet of the Apes
"Comedy, Family, Drama",20737,"clown, golden retriever, dog actor",en,"Canada, United States of America",English,Air Bud
"Adventure, Fantasy, Animation, Action, Family",10991,"mountains, mountain village, friendship, based on tv series, young boy, pokémon, best friend, fighting, based on video game, pikachu, anime",ja,Japan,English,Pokémon: Spell of the Unknown
"Horror, Mystery, Thriller",10225,"lightning, cemetery, mask, slasher, jason vorhees",en,United States of America,English,Friday the 13th Part VI: Jason Lives
"Drama, History, War",826,"japan, resistance, japanese, river, prisoners of war, thailand, bridge, officer",en,"United Kingdom, United States of America","日本語, ภาษาไทย, English",The Bridge on the River Kwai
"Comedy, Family, Science Fiction",34086,"alien, martian, misunderstanding, greedy developer",en,United States of America,English,Spaced Invaders
"Comedy, Crime, Thriller",5854,"fortune teller, kidnapping, false identity, heir, spiritualist",en,United States of America,English,Family Plot
"Comedy, Drama, Romance",284,"new york, new year's eve, lovesickness, age difference, suicide attempt, office, flat, spaghetti, christmas party, winter, clerk, tennis racket, romantic comedy, extramarital affair",en,United States of America,English,The Apartment
"Fantasy, Horror, Thriller",10285,"male nudity, female nudity, waitress, camping, nudity, psychopath, sequel, murder, independent film, serial killer, diner, slasher, series of murders, violence, hockey mask, jason vorhees, madman",en,United States of America,English,Jason Goes to Hell: The Final Friday
"Mystery, Thriller",5780,"cold war, east germany",en,United States of America,"English, Deutsch, Norsk, svenska",Torn Curtain
"Comedy, Documentary, Music",292,"black people, hip-hop, block party, megaphone, classroom, brass band, stage",en,United States of America,"English, Deutsch",Dave Chappelle's Block Party
"Romance, Thriller, Western",223485,"fire, bounty hunter, shotgun, horseback riding, horse, cabin, frontier, outlaw, rifle, unrequited love, death of father, native american, shootout, search, pistol, death by accident, violence, ireland, drinking, pursuit, shot through a wall, flaming arrow, dream sequence, flashback, shot in the heart",en,"New Zealand, United Kingdom","English, Türkçe",Slow West
"Drama, Music, Romance",29463,,en,United States of America,English,Krush Groove
"Action, Comedy, Crime",18065,duringcreditsstinger,en,United States of America,English,Next Day Air
Drama,22013,"evangelist, revivalism",en,United States of America,English,Elmer Gantry
"Drama, History",821,"judge, concentration camp, world war ii, nazis, court case, national socialism, national socialist party, nuremberg trials, right and justice, trial",en,"Germany, United States of America",English,Judgment at Nuremberg
"Comedy, Romance",53862,"high school, prom",en,United States of America,English,Trippin'
Western,3089,"texas, dangerous, kansas, cattle drive, revenge, cattle, adopted child, cattle empire",en,United States of America,"English, Deutsch, Italiano, Español",Red River
"Comedy, Romance",30139,woman director,en,United States of America,English,Phat Girlz
"Romance, Drama",132344,"hotel, airport, hotel room, greece, dream, greek, friends, author, writer, summer vacation, twins",en,"Greece, United States of America","English, ελληνικά, Français",Before Midnight
"Comedy, Fantasy, Family",15582,"werewolf, teenager",en,United States of America,English,Teen Wolf Too
"Action, Horror, Science Fiction, Thriller",15158,"portal, undertaker, evil, tall man, sentinals",en,United States of America,English,Phantasm II
Drama,44634,independent film,en,United States of America,English,Woman Thou Art Loosed
"Comedy, Drama",30309,"independent film, woman director",en,,English,Real Women Have Curves
"Drama, Foreign, Romance",7509,"site of pilgrimage, widow, varanasi, hinduism, child bride, mahatma gandhi, woman director",en,Canada,हिन्दी,Water
Comedy,10557,"islam, hippie, father son relationship, muslim, jealousy, tradition, culture clash, religious education, modern society, pakistani, daughter, faith, integration, cultural difference",en,United Kingdom,"English, Pусский, اردو",East Is East
"Comedy, Romance",23531,"independent film, diner, dating, masturbation",en,United States of America,"Italiano, English",Whipped
